time,rating,text,name,category,latitude,longitude,safety,cleanliness,infrastructure,nature,attractions,heritage,costs,other,created_at,id,lead_time,updated_at
1466155751484,4.0,"Good stop, no transfer to other lines though.",79 St,Subway station,40.7840525,-73.9800738,notmentioned,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,positive
1529431675413,4.0,Worth the money!! Loved it. I just wish it was a tad more interactive,Ripley's Believe It or Not! Times Square,Tourist attraction||Amusement center||Art museum||Modern art museum||Museum,40.7565399,-73.98867709999999,notmentioned,notmentioned,notmentioned,notmentioned,neutral,notmentioned,positive,positive
1559239774724,5.0,The magnificent square is at the Central Park,Columbus Circle,Historical landmark,40.7680797,-73.9818957,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive
1520149842678,5.0,Impressive...,Solomon R. Guggenheim Museum,Modern art museum||Art museum||Museum||Tourist attraction,40.7829796,-73.9589706,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1501106790677,5.0,Beautiful art and helpful staff!,Solomon R. Guggenheim Museum,Modern art museum||Art museum||Museum||Tourist attraction,40.7829796,-73.9589706,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1570995304099,5.0,On your way to the 9 11 memorial check out the sculpture....,Zuccotti Park,Park||Tourist attraction,40.7092649,-74.011262,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1573355391271,5.0,"Rockettes Christmas Show was a wonderful production. Kids will love it; adults loved it too. Don't dress too warmly or you will get hot. Even though there were 100 announcements not to take pics or video, many folks around will do so. Security moved fast, just fill in the spaces around you. We had Orchestra seats, row K, section 400, great seats!",Radio City Music Hall,Performing arts theater||Concert hall||Live music venue||Tourist attraction,40.759975999999995,-73.9799772,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
1614094004998,5.0,"It's a home, leave it alone.",The Dakota,Apartment building||Historical place||Historical landmark,40.776525799999995,-73.9761408,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1465740125320,1.0,"We were picked up after 1 hr from Airport. They made several excuses for not coming soon, we do not recommend this place since you could be waiting for long time, the people i spoke to would hung up and were very rude as if they were doing a favor. I will give them 0 stars if i had the option",Park King JFK,Parking lot,40.6391119,-73.7413455,notmentioned,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,negative
1583635171238,5.0,"So much fun, especially for something free. Would have 100% paid for this. They will be on my list of places to visit anytime I'm in New York",Dolby SoHo,Store||Art gallery,40.7215859,-74.00067849999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive
1568881937526,5.0,Historic basketball game location in the village of Harlem! Many of the great basketball players bounced and scored here!,Holcombe Rucker Park,Park||Basketball court||Tourist attraction,40.8291747,-73.9361266,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive
1494196273857,5.0,Because it's precious,Queens Center,Shopping mall||Clothing store||Restaurant,40.734483399999995,-73.8696793,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1500840182484,5.0,fascinating interactive experience -especially for kids,National Museum of Mathematics,National museum||Museum||Tourist attraction,40.7434842,-73.98722219999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1607037395022,5.0,Great facilities and good coaching.,USTA Billie Jean King National Tennis Center,Sports complex||Tennis club||Tennis court,40.7503676,-73.8456118,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1526983380506,5.0,I LOVE YOU,Chambers St,Subway station,40.7131034,-74.0040466,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1574212491561,5.0,Our tour guide taught us that this is where people go to pick up their impounded car.,Pier 78 at Hudson River Park,Tourist attraction,40.7597965,-74.0040772,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1553270930104,5.0,Fun arena and the drone/blimp was neat.,Madison Square Garden,Arena||Event venue||Stadium||Tourist attraction,40.7505045,-73.9934387,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
1496643739456,5.0,Good variety of stores n food court is the best,Green Acres Mall,Shopping mall||Clothing store||Restaurant,40.6627613,-73.7196783,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1570212306180,5.0,ok good,Mosholu Parkway,Park,40.8758238,-73.88233509999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1565899863270,5.0,The views was breathtaking from above. Gorgeous sunset overlooking New Jersey.,One World Observatory,Tourist attraction,40.713006199999995,-74.013173,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1595800424436,5.0,A great exciting ride that is a lot of fun. Sure it’s not for everyone but it’s a blast! Ride it at night and it’s a whole different ride.,Thunderbolt,Roller coaster||Tourist attraction,40.5730298,-73.9821213,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1563570162192,5.0,I had a great time at this museum - there’s different sections and each has its own unique experience to offer. I personally really enjoyed the submarine experience cause it gives you a great idea of life in the sub. A lot will require you to be outdoors so warm weather makes it pretty rough when touring the ship. Definitely worthwhile experience,"Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,negative,positive,notmentioned,notmentioned,positive
1543447858943,5.0,Rockettes Christmas Show. Fantastic. Girlfriend and I looking forward to going back.,Radio City Music Hall,Performing arts theater||Concert hall||Live music venue||Tourist attraction,40.759975999999995,-73.9799772,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1527220449624,5.0,I am giving the Bronx zoo a 5 Star because it is very nostalgic for me. Although now at this point in my life it is against my beliefs. I had a great time with my kids. It would be great to see the zoo evolve into a modern era.,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1537476932500,5.0,Nice afternoon and pargue,Arthur J. Hendrickson Park,Park||Tourist attraction,40.6684705,-73.7010935,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1605318654462,4.0,"Nice walking path, tennis and basketball courts and scenic water.",Whitney Pond Park,Park||Tourist attraction,40.7865823,-73.70393399999999,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1495383631008,5.0,"Very organized, clean, with lots of snack options, gifts, restaurants. New York is D +++.",Port Authority Midtown Bus Terminal,Bus station,40.7569006,-73.9902798,notmentioned,positive,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1562046098203,3.0,Theres a section in front of this mall that smells like urine.,Kings Plaza Shopping Center,Shopping mall||Clothing store||Restaurant,40.6101191,-73.920052,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative
1561593914445,4.0,"Small park intended for small kids. 4-8 year olds would probably enjoy jt. 10 is probably a little too old. There's swings but only kiddie swings, a little water spout a jungle gym and a few slides. Nothing spectacular but just enough space for kids to be kids.",Sarsfield Playground,Park,40.620247899999995,-73.9373487,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,neutral
1478764756095,5.0,Awesome collection. Love their interactive museum and their embrace of technology to showcase their art pieces.,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive
1543718567684,5.0,New building for theatre and music at BC. Can't wait to see it keep growing.,Brooklyn Center for the Performing Arts,Performing arts theater||Art center||Art gallery||Event venue,40.6311525,-73.9488871,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
1617909232679,5.0,I grew up in this Park my dad would give tournaments...S.I.P. BIG SKIP,Howard Playground,Playground,40.6716524,-73.9079821,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1527614674397,5.0,Nice place fo visit,Gateway Center,Shopping mall,40.6525,-73.8713889,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1489269826677,5.0,I like it a lot since I lived near the Park. like 26 years ahy.ahora that I moved to another side estraño.pero that now comes the berano me boy.al Park and wing of the Sea,Bensonhurst Park,Park||Baseball field||Basketball court||Handball court||Playground||Tennis court||Tourist attraction,40.59726,-74.000755,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1508633663534,1.0,Mostly disgusting men's rooms that stink from homeless pitiful people.,Port Authority Midtown Bus Terminal,Bus station,40.7569006,-73.9902798,negative,negative,negative,notmentioned,notmentioned,notmentioned,notmentioned,negative
1387171153192,3.0,"DO NOT GO ON/AROUND VALENTINE'S DAY! Line was around the corner and half way down the block . Interesting collection and I definitely learned a lot going there. Note that once you come out, you probably won't be in the mood for sex.",Museum of Sex,Museum||Adult entertainment store||Bar||Event venue||Exhibit||Gift shop||Tourist attraction,40.7440291,-73.9872529,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,negative
1622160964502,5.0,Definitely worth a visit!!,Van Gogh: The Immersive Experience NYC - Exhibit,Art museum||Exhibit||Museum,40.7147995,-74.01664,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1566506579237,4.0,Very friendly place,Industry City,Business park||Office space rental agency||Retail space rental agency||Tourist attraction,40.6558874,-74.0072546,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1562375977055,5.0,Clear,Charles Memorial Park (Gateway National Recreation Area),National park||Tourist attraction,40.648993,-73.8324325,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1546731226394,3.0,Nice mail,Green Acres Mall,Shopping mall||Clothing store||Restaurant,40.6627613,-73.7196783,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1544210313011,3.0,"Very few species, don't worth the price.",Central Park Zoo,Zoo||Tourist attraction,40.767778,-73.9718335,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,negative,neutral
1594863726213,5.0,Excellent market. Many Caribbean products available at reasonable prices.,Bogopa Plaza,Shopping mall,40.9085689,-73.8349655,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,positive
1578176901059,4.0,Chill place. Has nice view of the East river and Manhattan skyline. Also has a swimming pool for kids.,Sunset Park,Park||Tourist attraction,40.6479517,-74.0037443,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1514298840372,1.0,"Very dissatisfied, I spent 164$ for 4 of us on Christmas Eve and unless your 10 and under this exhibit is not for you.",National Geographic Encounter,Tourist attraction||Event venue,40.757732999999995,-73.98715969999999,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,negative,negative
1559311530094,5.0,Malissa Rose Kelly - Pace University,Radio City Music Hall,Performing arts theater||Concert hall||Live music venue||Tourist attraction,40.759975999999995,-73.9799772,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1556287484555,5.0,Magnificent .. Absolutely beautiful ... Wonderful,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive
1531786958118,4.0,Strong energy in place,World Trade Center,Museum,40.7117969,-74.0134982,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1468838306128,2.0,"For the visit as a tourist: not very beautiful, nothing to visit",Masjid Malcolm Shabazz,Mosque||Tourist attraction,40.8020169,-73.95023929999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,negative
1576316626444,1.0,"Just closed and no info AUT of the website. It was a pity, we had made ourselves on the long way to the exhibition to look at. A pity.",MoMA PS1,Modern art museum||Art center||Tourist attraction,40.7454944,-73.94735279999999,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,notmentioned,negative
1501820687325,5.0,"I was there a month ago with my sister, aunt and a few cousins. Tourists everyone I'd write a book about this experience, I really loved Ellis island, and the place seems to be safe. I don't recommend to go there with a stroller, little kids or babies, but if you have a teenager who is interested in history that place will be perfect. There's a store where you can buy t-shirts, hats, keychains and so on.",Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,positive,notmentioned,negative,notmentioned,positive,positive,notmentioned,positive
1479061916661,5.0,Not usually crowded and lots of benches.,Theodore Roosevelt Park,Park||Tourist attraction,40.781850899999995,-73.97476019999999,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1578015157854,5.0,"Excellent place, every time I go to New York visited it, it has a supermarket, offer XXI, also has stores that sell at a good price. It has parking and also offer excellent security and great services.",Broadway Plaza,Shopping mall||Grocery store||Restaurant,40.877267,-73.9049168,positive,notmentioned,positive,notmentioned,positive,notmentioned,positive,positive
1489303794160,5.0,Nice place.!,Hernshead,Scenic spot||Tourist attraction,40.7774688,-73.97281749999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1513357116893,5.0,So cute.,Theodore Roosevelt Park,Park||Tourist attraction,40.781850899999995,-73.97476019999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1555375918449,5.0,"Love how the museum is layed out, and even better - it's free!",National Museum of the American Indian,National museum||Museum||Tourist attraction,40.7039861,-74.01368889999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,positive
1462247375766,5.0,"MoMA is a must-see for tourists and a great place to regularly wander around as an NYC resident. Of the major museums, it's my favorite.",The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1522716213374,3.0,Need more store's,Forest Avenue Shoppers Town,Shopping mall,40.6246142,-74.1380197,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,notmentioned,neutral
1614621545515,5.0,"Extremely fun museum! The interactive activities won me over completely and not to mention the laser room, super fun. Would definetly go there again.",SPYSCAPE,Museum||Book store||Tourist attraction,40.7652697,-73.9837269,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1546783478463,4.0,Nice stripe mall.,Gateway Center,Shopping mall,40.6525,-73.8713889,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
1583147928372,4.0,"The station is visually clean & you don't see any homeless folk anywhere in the station or on the nearby streets. There are 2 connecting entrances which cuts the walk time down & there are restaurants on the Bay Parkway side. Ive noticed that only 2 of the tracks are being used, while the 4th one going to Coney Island fell to disrepair. Whats also noticable is the walls. I knocked on one because I noticed it systematically buldged out, and discovered that it was metal rather than concrete. Hmm, I would put more elbow grease into station repair than putting a bath fitter over a train station. Outside of that, the station is quiet. 🅝 trains run like they are supposed to. No other complaints.",Bay Pkwy,Subway station,40.6106681,-73.9816262,positive,positive,mixed,notmentioned,positive,notmentioned,notmentioned,positive
1528487265085,3.0,We went with my daughter's school and they had way too many grown kids there... I think when they do groups/ schools they should be mindful of the ages... My daughter didn't get a chance to enjoy it because the big kids like teenagers were over taking all the exhibits..,New York Hall Of Science,Science museum||Children's museum||Tourist attraction,40.7472583,-73.8516925,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,notmentioned,negative
1555861718361,5.0,So many options,Dekalb Market Hall,Market||Event venue||Food court||Live music venue||Tourist attraction,40.6904001,-73.982956,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1558989203637,5.0,"Very quiet place, clean, and has a great view of the water",Soldiers' and Sailors' Monument,Historical landmark||Tourist attraction,40.7919925,-73.9790084,notmentioned,positive,notmentioned,positive,notmentioned,positive,notmentioned,positive
1557285056978,5.0,Great shopping. The best on long island. Only convenient if you go by car,Green Acres Mall,Shopping mall||Clothing store||Restaurant,40.6627613,-73.7196783,notmentioned,notmentioned,negative,notmentioned,positive,notmentioned,notmentioned,positive
1491156348445,5.0,Connected World exhibit is unique and fun for kids. They also have a preschool area for my 1-year-old girl to explore and social,New York Hall Of Science,Science museum||Children's museum||Tourist attraction,40.7472583,-73.8516925,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
1524252636293,1.0,"Nice bright sunny day ,,,",Colgate Close Park,Park||Tourist attraction,40.8240324,-73.8814092,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1476634779797,3.0,"Great for shows ... terrible for brunch (food ok, service is very very very bad)",City Winery,Restaurant||Bar||Event venue||Live music venue||Tourist attraction||Wine bar||Wine store,40.7261763,-74.0060287,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,negative
1582136858013,4.0,"Nice playground, missing some more entertaining things for the kids (other than the b-ball courts).",Clinton Playground,Playground,40.8350578,-73.8982487,notmentioned,notmentioned,positive,notmentioned,negative,notmentioned,notmentioned,positive
1570508817959,4.0,"Great fun for big boys, but seriously, it's worth seeing.","Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1514125769301,5.0,Love this. Park,Highland Park,Park||City park||Tourist attraction,40.688727799999995,-73.8862997,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1462058905296,4.0,"Great access to the Empire State building from the East Side of Manhattan. Avoid at rush hour, as the 6 gets quite crowded; nevertheless the train runs quite frequently.",33rd Street,Train station,40.7485781,-73.9886664,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
1528836450603,5.0,Went here for a PD with Brooklyn Historic Society on Brooklyn-Queens Day 2018. Excellent & knowledgeable staff! If you have he opportunity to visit- do it!,Building 92,History museum||Tourist attraction,40.6983378,-73.9736053,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1577641006652,5.0,Amazing Lego art show,New York Hall Of Science,Science museum||Children's museum||Tourist attraction,40.7472583,-73.8516925,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1538173477541,5.0,"Big, beautiful and u can find almost all the papular brands here.",Queens Center,Shopping mall||Clothing store||Restaurant,40.734483399999995,-73.8696793,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1558650801701,1.0,Never there,Community Green Market,Grocery store||Farmers' market||Produce market,40.8584555,-73.86726159999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1592658851427,4.0,"Very nice cute town to walk round n c old town historic places ,park ur muscle car ,eat at picnic tables n eat at old fashion ice cream parlor .",Historic Richmond Town,Historical society||History museum||Museum||Tourist attraction,40.5709205,-74.1456038,notmentioned,notmentioned,positive,notmentioned,positive,positive,notmentioned,positive
1469713896778,5.0,I love this museum Great medieval art collection and views from the gardens. The New Leaf Cafe at the main entrance is also a great spot to grab lunch.,The Met Cloisters,Art museum||Museum||Tourist attraction,40.8648628,-73.9317274,notmentioned,notmentioned,positive,positive,positive,positive,notmentioned,positive
1584538530665,5.0,"Bright, courteous and knowledgeable staff Karma knows Art!",Karma,Art gallery,40.722533,-73.984049,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1566203660389,5.0,"In this park, you can enjoy a lot of beautiful scenery.",Riverside Valley Community Garden,Community garden||Tourist attraction,40.8232061,-73.9561738,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1465682946819,4.0,"If there ever was a fancy mall this would be it. High end restaurants, designer shops and a whole foods in the basement.",Time Warner Center,Landmark||Tourist attraction||Tower,40.7685068,-73.9831349,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1616350653737,5.0,"Fun place, great events!",Museum of the Moving Image,Museum||Arts organization||Event venue||Movie theater||Tourist attraction,40.7564375,-73.9235881,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1565346560248,4.0,Pretty good selection of international foods. Try to get there early as lines can become a bit daunting. Worth checking out.,Queens Night Market,Night market||Live music venue||Market||Tourist attraction,40.746773399999995,-73.8523481,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1558667708737,5.0,museum or modern art nyc MoMA,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,neutral
1591927410435,5.0,best place,City Hall Park,Park||City park||Tourist attraction,40.7124142,-74.0065164,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1542146846398,5.0,"Synthetic grass park, beautiful view, lots of friendly people walking their pets.",Cadman Plaza Park,Park||City park||Memorial park||Tourist attraction,40.6976723,-73.9906433,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,positive
1563838235819,5.0,"Quiet, beautiful scenery, great to go with family.",Governors Island,National park||Tourist attraction,40.6910171,-74.015545,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1606602724173,2.0,"Igloo experience: overpriced and underwhelming. We had igloo #5 our christmas lights weren't fully working, space heaters did not work, chairs were uncomfortable. We had the adult experience with mulled wine. The mulled wine was very good, charcuterie board was tasteful, and we got a side of fries with the deal. It was an okay experience. I could not in good faith recommend for the sticker price $500 for 5-8 people . We saw our server when she initially showed us to our igloo then the food dropoff. Also the igloos are bunched together and people would randomly crowd around and talk loud.",Winter Village at Bryant Park,Tourist attraction,40.7535581,-73.98351869999999,notmentioned,notmentioned,negative,notmentioned,positive,notmentioned,negative,negative
1581299320054,4.0,"A lot has changed since the 90s and for the most part, it has gotten better. Good variety of stores, and little shops. Obviously, Macy's is the anchor but there are several big names here-Best Buy, Burlington, Penney.",Kings Plaza Shopping Center,Shopping mall||Clothing store||Restaurant,40.6101191,-73.920052,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1511443120573,5.0,Enjoy it every time I go there,Gateway Center,Shopping mall,40.6525,-73.8713889,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1616875413462,5.0,Matt was great! Taught our group very well and can’t wait to come back!,Bury the Hatchet Axe Throwing Brooklyn,Recreation center||Adventure sports||Adventure sports center||Amusement center||Corporate entertainment service||Event venue||Tourist attraction,40.7284115,-73.9591634,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1482531656591,5.0,This place is amazing (:,Flushing Meadows Corona Park Aquatic Center,Public swimming pool||Ice skating rink||Indoor swimming pool||Swimming pool,40.7516878,-73.8374802,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
