time,rating,text,name,category,latitude,longitude,safety,cleanliness,infrastructure,nature,attractions,heritage,costs,other
1577842015974,3.0,"Parking was okay, they make a deal with the Holiday Inn down the road. The Staff is mumbling something that pretends to be english. They were getting very ""impatient"" when I checked my car for dents instead of speeding out of the lot with spinning tires. They were getting really upset when I said, that my mirrors did not unfold anymore. Well the mirrors just discoupled from the servos, so no problem. But the only sentence the guy could tell me was that he saw how I moved the mirrors with my hands and he had it all on camera. If I had said ""the sky is blue"" it would have had the same effect: It is completely true but it does not solve my problem. Long story short: No dents. Price is okay. Don't expect any great service or smiles",iPark,Parking lot,40.744630699999995,-73.99073849999999,notmentioned,notmentioned,neutral,notmentioned,notmentioned,notmentioned,neutral,negative
1536262905740,5.0,Recommended to do the tour 100%. Too bad I couldn't go during a game,Madison Square Garden,Arena||Event venue||Stadium||Tourist attraction,40.7505045,-73.9934387,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,neutral
1610130890096,4.0,"This landmark is quite interesting in this area. The owner’s house maintain properly as the way it is and open for tour during summer time (I’m unsure it is still open after pandemic situation). Part of his property turns into small park, some residents always go there to play basketball or do exercise. Some people gather with their friends and spend their afternoon over there.",Margaret I Carman Green,Historical landmark||Park||Tourist attraction,40.7633685,-73.8250571,notmentioned,positive,notmentioned,positive,positive,positive,notmentioned,positive
1523934504882,4.0,Cool.,Barclays Center,Arena||Sports complex,40.6826465,-73.97541559999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1572707773624,5.0,"One of the most beautiful settings to work in, in the city.",Rockefeller Park,Park||Tourist attraction,40.7162438,-74.016581,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1447460372145,3.0,I feel bless that i have a place to worship God and thank you God for the inspirational words brought by The Reverent Pastor Cymbala.,The Brooklyn Tabernacle,Non-denominational church||Church||Tourist attraction,40.690787,-73.987409,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1610427411060,5.0,A nice 2 level bridge,Ed Koch Queensboro Bridge,Bridge||Tourist attraction,40.756731599999995,-73.9542239,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned
1550948043556,5.0,One of my favorite stops in NYC. Great exhibitions and the permanent collection is excellent.,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1465669936892,5.0,Think about what happened to us in history ... and below is one of the largest stations in the city,Madison Square Garden,Arena||Event venue||Stadium||Tourist attraction,40.7505045,-73.9934387,notmentioned,notmentioned,neutral,notmentioned,notmentioned,neutral,notmentioned,notmentioned
1501551340042,5.0,"Great place for parties, or to just go for Friday during the open play",Artistic Stitch Sports Complex,Sports complex||Basketball court||Batting cage center||Children's party service||Rock climbing||Soccer field,40.7078886,-73.8724584,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1494189751544,4.0,Very interesting and unique.,New Museum,Art museum||Tourist attraction,40.7223376,-73.9928905,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1509543545637,5.0,Wonderful place.,Grand Central Terminal,Train station,40.7527262,-73.9772294,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
